track_name,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,explicit,track_popularity,pop_rank,pop_denserank,track_duration
Come In With The Rain (Taylor’s Version),0.476000011,0.56400001,-5.677000046,1,0.026900001,0.040600002,0,0.101999998,0.166999996,143.9290009,0,66,169,26,03:57.0
Change (Taylor’s Version),0.499000013,0.814999998,-4.063000202,1,0.0341,0.000191,0,0.180999994,0.344000012,95.99900055,0,66,169,26,04:39.0
Should've Said No,0.476000011,0.77700001,-3.770999908,0,0.028899999,0.0103,0,0.195999995,0.472000003,167.9640045,0,66,169,26,04:02.0
Superstar (Taylor’s Version),0.453999996,0.555000007,-6.690000057,1,0.0283,0.157000005,0,0.342999995,0.171000004,171.8619995,0,65,172,27,04:23.0
cardigan - the long pond studio sessions,0.395000011,0.233999997,-9.704000473,0,0.038199998,0.879999995,0,0.107000001,0.246999994,86.47799683,0,62,173,28,03:50.0
Tim McGraw,0.579999983,0.490999997,-6.461999893,1,0.0251,0.574999988,0,0.120999999,0.425000012,76.00900269,0,61,174,29,03:52.0
Mary's Song (Oh My My My),0.402999997,0.626999974,-5.28000021,1,0.029200001,0.0177,0,0.181999996,0.374000013,74.90000153,0,61,174,29,03:33.0
A Place in this World,0.575999975,0.77700001,-2.881000042,1,0.032400001,0.050999999,0,0.319999993,0.428000003,115.0279999,0,61,174,29,03:19.0
the 1 - the long pond studio sessions,0.708000004,0.25,-10.73099995,1,0.0361,0.898000002,0.026000001,0.101999998,0.156000003,139.8029938,1,61,174,29,03:39.0
Cold As You,0.418000013,0.481999993,-5.769000053,1,0.0266,0.216999993,0,0.123000003,0.261000007,175.5579987,0,61,174,29,03:59.0
I'm Only Me When I'm With You,0.563000023,0.934000015,-3.628999949,1,0.064599998,0.00452,0.000807,0.103,0.518000007,143.9640045,0,61,174,29,03:33.0
The Outside,0.588999987,0.805000007,-4.054999828,1,0.029300001,0.00491,0,0.239999995,0.591000021,112.9820023,0,60,180,30,03:27.0
Teardrops on My Guitar - Pop Version,0.458999991,0.753000021,-3.826999903,1,0.0537,0.040199999,0,0.086300001,0.48300001,199.996994,0,60,180,30,02:59.0
Invisible,0.611999989,0.393999994,-5.72300005,1,0.0243,0.637000024,0,0.147,0.232999995,96.00099945,0,59,182,31,03:23.0
the last great american dynasty - the long pond studio sessions,0.639999986,0.617999971,-11.71500015,1,0.037900001,0.742999971,0.004,0.057399999,0.614000022,147.947998,0,59,182,31,03:52.0
Tied Together with a Smile,0.479000002,0.578000009,-4.962999821,1,0.0294,0.524999976,0,0.084100001,0.192000002,146.1649933,0,59,182,31,04:08.0
Stay Beautiful,0.593999982,0.629000008,-4.919000149,1,0.024599999,0.086800002,0.00E+00,0.136999995,0.504000008,131.5970001,0,59,182,31,03:56.0
So It Goes...,0.574000001,0.610000014,-7.282999992,1,0.073200002,0.122000001,1.10E-06,0.129999995,0.374000013,74.95700073,0,59,182,31,03:47.0
A Perfectly Good Heart,0.48300001,0.750999987,-5.725999832,1,0.036499999,0.00349,0.00E+00,0.128000006,0.268000007,156.0919952,0,58,187,32,03:40.0
the 1,0.779999971,0.361000001,-6.941999912,1,0.048,0.75,7.14E-06,0.108000003,0.163000003,139.9019928,1,56,188,33,03:30.0
exile (feat. Bon Iver),0.310000002,0.374000013,-8.463999748,1,0.0275,0.760999978,2.46E-05,0.109999999,0.159999996,75.93800354,0,56,188,33,04:45.0
cardigan,0.611999989,0.579999983,-8.57199955,0,0.041900001,0.524999976,0.000414,0.25999999,0.533999979,130.0449982,0,56,188,33,03:59.0
my tears ricochet,0.456,0.264999986,-10.66300011,1,0.0328,0.81400001,0.00E+00,0.067900002,0.112000003,129.9470062,0,55,191,34,04:15.0
august,0.386999995,0.634000003,-9.222000122,1,0.0363,0.552999973,6.93E-05,0.093099996,0.419999987,89.56700134,0,55,191,34,04:21.0
Back To December/Apologize/You're Not Sorry - Live/2011/Medley,0.374000013,0.515999973,-8.744999886,1,0.0294,0.155000001,0.00E+00,0.795000017,0.171000004,142.0570068,0,54,193,35,06:02.0
invisible string,0.651000023,0.458999991,-11.12800026,0,0.050700001,0.859000027,6.63E-05,0.104999997,0.453999996,83.45500183,0,54,193,35,04:12.0
the last great american dynasty,0.688000023,0.652999997,-8.557999611,1,0.0403,0.481000006,0.00414,0.105999999,0.700999975,147.9909973,1,54,193,35,03:51.0
illicit affairs,0.528999984,0.30399999,-10.56700039,1,0.035599999,0.861999989,0.00E+00,0.108000003,0.439999998,119.5800018,0,54,193,35,03:10.0
mirrorball,0.549000025,0.416999996,-10.06400013,1,0.035,0.68599999,1.90E-06,0.060400002,0.347000003,110.137001,0,54,193,35,03:28.0
this is me trying,0.510999978,0.477999985,-9.836999893,1,0.032200001,0.312000006,2.30E-05,0.147,0.407999992,135.8820038,0,54,193,35,03:15.0
seven,0.601999998,0.493999988,-10.81299973,1,0.0277,0.888000011,2.59E-05,0.0902,0.374000013,94.95500183,0,53,199,36,03:28.0
Drops Of Jupiter - Live/2011,0.374000013,0.504000008,-8.406999588,1,0.0392,0.805999994,0.00E+00,0.75999999,0.270000011,109.0250015,0,53,199,36,05:15.0
the lakes - bonus track,0.312999994,0.257999986,-11.53199959,1,0.0383,0.842000008,1.30E-06,0.094800003,0.268000007,179.9470062,0,52,201,37,03:31.0
betty,0.595000029,0.375999987,-8.767000198,1,0.025599999,0.588999987,0.00E+00,0.098899998,0.476000011,95.94599915,1,52,201,37,04:54.0
mad woman,0.592999995,0.699999988,-9.015999794,1,0.049199998,0.670000017,6.77E-06,0.115999997,0.451000005,141.897995,1,52,201,37,03:57.0
epiphany,0.317000002,0.254000008,-13.6789999,1,0.0286,0.726999998,3.26E-04,0.0867,0.103,93.93299866,0,51,204,38,04:49.0
peace,0.643999994,0.284000009,-12.87899971,1,0.082099997,0.916000009,1.50E-05,0.090899996,0.328000009,150.0720062,1,51,204,38,03:54.0
I Want You Back - Live/2011,0.536000013,0.512000024,-6.794000149,1,0.0341,0.79400003,1.22E-04,0.497000009,0.248999998,97.39700317,0,50,206,39,01:23.0
hoax,0.675999999,0.178000003,-15.01000023,1,0.0394,0.963999987,7.90E-06,0.135000005,0.404000014,118.8399963,0,50,206,39,03:40.0
Bette Davis Eyes - Live/2011,0.326999992,0.488000005,-9.286999702,1,0.032200001,0.713,0,0.837000012,0.363000005,104.4599991,0,50,206,39,03:09.0
Long Live - Live/2011,0.54400003,0.727999985,-5.837999821,1,0.028200001,0.0053,0.00E+00,0.86500001,0.203999996,101.939003,0,49,209,40,06:16.0
Better Than Revenge - Live/2011,0.444999993,0.887000024,-5.629000187,0,0.076800004,0.00306,2.67E-05,0.930999994,0.386000007,145.9539948,0,49,209,40,05:44.0
Enchanted - Live/2011,0.340000004,0.662999988,-5.597000122,1,0.033100002,0.074699998,2.34E-06,0.563000023,0.214000002,163.6779938,0,49,209,40,06:29.0
Sparks Fly - Live/2011,0.455000013,0.782999992,-5.184000015,1,0.039299998,0.00917,0.00E+00,0.917999983,0.298000008,114.9810028,0,49,209,40,05:36.0
Speak Now - Live/2011,0.61500001,0.694000006,-5.250999928,1,0.031800002,0.063600004,1.28E-06,0.829999983,0.372999996,118.8759995,0,48,213,41,04:08.0
Dear John - Live/2011,0.521000028,0.386000007,-8.784000397,1,0.030099999,0.015699999,0.00E+00,0.884000003,0.137999997,119.5179977,0,48,213,41,06:44.0
Last Kiss - Live/2011,0.426999986,0.395000011,-12.55099964,1,0.029100001,0.204999998,8.73E-06,0.700999975,0.187999994,79.51699829,0,48,213,41,06:09.0
The Story Of Us - Live,0.419,0.907999992,-5.156000137,1,0.065099999,0.00048,0,0.814999998,0.472000003,139.8130035,0,48,213,41,04:50.0
Haunted - Live/2011,0.338,0.818000019,-7.494999886,1,0.049600001,0.024499999,0,0.888999999,0.177000001,162.1569977,0,48,213,41,04:52.0
Mean - Live/2011,0.42899999,0.915000021,-4.373000145,1,0.068999998,0.153999999,0,0.693000019,0.432000011,163.7519989,0,48,213,41,04:06.0
Mine - Live/2011,0.495999992,0.851999998,-4.775000095,1,0.037300002,0.00233,0,0.55400002,0.442000002,120.9690018,0,48,213,41,04:19.0
Ours - Live/2011,0.421000004,0.354999989,-10.21000004,1,0.0298,0.714999974,0.00E+00,0.866999984,0.26699999,77.76899719,0,47,220,42,04:05.0
Mine,0.620999992,0.778999984,-2.943000078,1,0.030099999,0.00302,3.22E-06,0.187000006,0.670000017,121.0339966,0,44,221,43,03:51.0
Our Song,0.545000017,0.662999988,-5.050000191,1,0.0363,0.114,0,0.32100001,0.564999998,178.0130005,0,44,221,43,03:23.0
Beautiful Eyes - Live From Clear Channel Stripped 2008,0.626999974,0.703999996,-3.739000082,1,0.026900001,0.596000016,0,0.059799999,0.456999987,98.95800018,0,44,221,43,02:56.0
Wildest Dreams,0.550000012,0.688000023,-7.415999889,1,0.089699998,0.069200002,0.00144,0.105999999,0.465000004,139.996994,0,44,221,43,03:40.0
All Too Well,0.601999998,0.605000019,-7.802999973,1,0.0244,0.044799998,0.000334,0.128000006,0.316000015,93.06099701,0,42,225,44,05:29.0
Love Story - Live From Clear Channel Stripped 2008,0.740999997,0.444000006,-7.031000137,1,0.031099999,0.658999979,0.00E+00,0.130999997,0.512000024,119.0059967,0,42,225,44,03:41.0
I Knew You Were Trouble.,0.536000013,0.463999987,-6.761000156,1,0.041200001,0.00476,2.67E-06,0.035700001,0.665000021,77.31800079,0,42,225,44,03:39.0
22,0.660000026,0.73299998,-6.56400013,1,0.037900001,0.00254,0.00146,0.0473,0.680000007,104.0090027,0,41,228,45,03:52.0
Fearless - Live From Clear Channel Stripped 2008,0.623000026,0.266000003,-5.894000053,1,0.026000001,0.81400001,0,0.144999996,0.467000008,96.60099792,0,41,228,45,03:18.0
Red,0.605000019,0.898999989,-4.272999763,0,0.042300001,0.0779,0.000125,0.0911,0.647000015,124.9850006,0,40,230,46,03:43.0
Mean,0.575999975,0.754000008,-3.982000113,1,0.042800002,0.451000005,0,0.223000005,0.790000021,163.8860016,0,39,231,47,03:58.0
Teardrops On My Guitar - Radio Single Remix,0.625999987,0.426999986,-6.993000031,1,0.023399999,0.312999994,0,0.137999997,0.263000011,99.95899963,0,39,231,47,03:24.0
Untouchable - Live From Clear Channel Stripped 2008,0.731000006,0.184,-9.234999657,1,0.0418,0.856000006,0,0.092699997,0.331,102.4039993,0,38,233,48,03:42.0
Teardrops On My Guitar - Live From Clear Channel Stripped 2008,0.344000012,0.800999999,-5.373000145,1,0.057399999,0.663999975,0,0.105999999,0.61500001,204.4889984,0,37,234,49,03:16.0
How You Get The Girl,0.764999986,0.656000018,-6.111999989,1,0.0504,0.00364,0.00868,0.091799997,0.545000017,119.9970016,0,37,234,49,04:07.0
Picture To Burn - Live From Clear Channel Stripped 2008,0.647000015,0.871999979,-1.952999949,1,0.0524,0.266000003,0,0.419,0.684000015,105.7979965,0,37,234,49,02:53.0
Sparks Fly,0.610000014,0.782000005,-2.980000019,1,0.0309,0.041000001,0,0.159999996,0.398999989,114.9769974,0,37,234,49,04:22.0
Should've Said No - Live From Clear Channel Stripped 2008,0.42899999,0.808000028,-3.003999949,1,0.067699999,0.398999989,0,0.088399999,0.437999994,171.5370026,0,37,234,49,03:48.0
Haunted,0.430999994,0.949000001,-2.621999979,1,0.0605,0.064800002,0.00E+00,0.0612,0.370000005,162.0119934,0,36,239,50,04:05.0
The Best Day,0.66900003,0.448000014,-8.565999985,1,0.0285,0.638999999,4.06E-06,0.158000007,0.382999986,126.0680008,0,36,239,50,04:06.0
Holy Ground,0.626999974,0.815999985,-6.697999954,1,0.077399999,0.0162,0.00208,0.096500002,0.648000002,157.0429993,0,36,239,50,03:22.0
Fifteen,0.550000012,0.628000021,-4.436999798,1,0.026900001,0.071699999,0,0.137999997,0.210999995,95.12200165,0,36,239,50,04:55.0
Never Grow Up,0.713999987,0.308999985,-8.828000069,1,0.030200001,0.824000001,0.00E+00,0.136000007,0.545000017,124.8939972,0,35,243,51,04:52.0
Treacherous,0.703999996,0.620999992,-8.086000443,1,0.033399999,0.101000004,4.30E-06,0.140000001,0.395000011,109.9950027,0,34,244,52,04:02.0
State Of Grace,0.591000021,0.828000009,-5.894999981,1,0.033300001,0.000184,0.00113,0.087899998,0.382999986,129.9620056,0,34,244,52,04:55.0
Change - Live From Clear Channel Stripped 2008,0.243000001,0.712000012,-4.30700016,1,0.057700001,0.156000003,0,0.111000001,0.273000002,202.3190002,0,34,244,52,04:18.0
